1,1,3,3,4,"4,a1","6,a1","6,a1,ws","8,a2,ws","8,a2,ws","x2,a2,ws","x2,w,a2,t1","x2,w,a3,t1"
1,3,4,6,6,8,x2,"x2,ws","x2,a1,ws","x2,a1,ws","x2,a2,ws","x2,a2,ws","x2,a3,ws"
1,3,4,6,"6,ws","8,ws","x2,ws","x2,ws","x2,a1,ws","x2,a1,ws","x2,a2,w","x2,a2,ws","x2,a3,ws"
1,3,3,"4,ws","4,ws,a1","6,ws,a1","8,ws,a1","8,ws,a2","8,ws,a2,t1","8,w,a2,t1","8,w,a2,t1","x2,w,a2,t1","x2,w,a3,t1"
1,3,3,"4,ws","4,ws,a1","6,ws,a1","8,ws,a1","8,ws,a2","8,ws,a2,t1","8,w,a2,t1","8,w,a2,t1","x2,w,a2,t1","x2,w,a3,t1"
1,1,3,3,4,4,"6,t1","6,t1,a1","8,t1,a1","8,t1,a2","x2,t1,a2","x2,t1,a2","x2,t1,a2"
1,1,3,3,4,4,6,6,"6,t1","6,t1,a1","8,t1,a1","8,t1,a2","x2,t1,a2"
1,1,3,3,4,4,"6,t1","6,t1","8,t1","8,t1","x2,t1","x2,t1","x2,t1"
1,3,4,6,6,8,x2,"x2,ws","x2,a1,ws","x2,a1,ws","x2,a2,ws","x2,a2,ws","x2,a3,ws"
1,3,4,6,8,x2,"x2,a1,ws","x2,a1,ws","x2,a2,ws","x2,a2,ws","x2,a3,d1,ws","x2,a3,d1,w","x3,a3,d1,w"
3,4,6,8,x2,"x2,ws,a1,d1","x2,w,a1,d1","x2,f,a1,d1","x2,a2,d2,f","x2x,a2,d3,f,mc","x2,a2,d2,f,mc","x3,a3,d3,u","x3,a3,d3,u"
3,4,6,8,x2,"x2,ws,a1,d1","x2,w,a1,d1","x2,f,a1,d1,p","x2,a2,d2,f,p","x2,a2,d2,f,p","x2,a2,d2,f,p","x3,a2,d3,u","x3,a2,d3,u"
3,4,6,8,x2,"x2,ws,a1,d1","x2,w,a1,d1","x2,a1,d1","x2,a2,d2,f","x2,a2,d2,f,mc","x2,a2,d2,f,p","x3,a2,d3,f,mt1","x3,a2,d3,f,mt1"
6,6,x2,"x2,f","x2,a1,d1,f",x2.a2.d2.f,"x2,w,a1,d1","x3,a3,d3,f","x3,a3,d3,f","x3,a4,d4,f","x3,a4,d4,f,mc","x4,a4,d4,f,sc","x4,a5,d5,u,sc"
6,6,x2,"x2,f","x2,d1,f",x2.a1.d2.f,"x3,a2,d2,f","x3,a2,d3,f","x3,a2,d3,f,p","x3,a3,d4,f","x3,a3,d4,f,mc","x4,a3,d4,f,sc,p","x4,a4,d5,u,sc"
4,4,8,x2,"x2,f","x2,a1,f","x2,a2,u","x3,mt1,a3,d1,f","x3,mt1,a3,d1,u","x3,mt1,a4,d2,f,mc","x3,mt1,a4,d2,u,mc","x4,mt2,a4,d2,u,mc","x4,mt2,a3,d1,f,sc"
4,4,8,x2,"x2,f","x2,a1,d1,f","x2,a2,d2,u","x3,a3,d3,f","x3,a3,d3,u","x3,a4,d4,f,mt1","x3,a4,d4,mc","x4,a4,d4,u,mc","x4,b1,a3,d3,f,mc,mt2"
6,6,x2,"x2,f","x2,a1,d1,f","x2,a2,d2,f","x3,a2,d2,f","x3,a3,d3,f","x3,a3,d3,f","x3,a4,d4,f","x3,a4,d4,f,nt1,mc","x4,a4,d4,f,sc","x4,a5,d5,u,mt1,sc"
6,6,x2,"x2,f","x2,a1,d1,f","x2,a2,d2,f","x3,a2,d2,f","x3,a3,d3,f","x3,a4,d4,f","x3,a4,d4,f","x3,a4,d4,f,mc","x4,a4,d4,f,sc","x4,a5,d5,u,sc"
6,6,x2,"x2,f","x2,a1,d1,f","x2,a2,d2,f","x3,a2,d2,f","x3,a3,d3,f","x3,a4,d4,f","x3,a4,d4,f","x3,a4,d4,f,mc","x4,a4,d4,f,sc","x4,a5,d5,u,sc"
8,2x,"x2,f","x2,a1,d1,f","x2,a2,d2,f","x3,a2,d2,f","x3,a3,d3,f","x3,a3,d3,f","x3,a4,d4,f","x3,a4,d4,f,mc","x4,a4,d4,u,sc","x4,a5,d5,u,sc","x4,a6,d6,u,sc"
